18	1568		28	organizing institution	
19	1556		28	organizing institution	
20	1561		28	organizing institution	
21	1569		28	organizing institution	
22	1570		28	organizing institution	
23	1571		28	organizing institution	
24	1572		28	organizing institution	
25	1573		28	organizing institution	
26	1574		28	organizing institution	
27	1575		28	organizing institution	
28	1576		28	organizing institution	
30	6355		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
31	6356		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
32	6357		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
33	6358		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
34	6359		20	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
35	6360		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
36	6361		18	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
37	6362		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
38	6363		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
39	6364		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
40	6365		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
41	6366		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
42	6367		20	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
43	6368		20	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
44	6369		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
45	6370		16	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
46	6371		16	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
47	6372		20	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
48	6373		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
49	6374		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
50	6375		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
51	6376		20	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
52	6377		20	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
53	6378		20	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
54	6379		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
55	6380		20	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
56	6381		18	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
57	6382		20	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
58	6383		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
59	6384		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
60	6385		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
61	6386		27	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
62	6387		20	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
63	6388		16	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
64	6389		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
65	6390		18	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
66	6391		18	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
67	6392		18	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
68	6393		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
69	6394		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
70	6395		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
71	6396		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
72	6397		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
73	6398		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
74	6399		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
75	6400		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
76	6401		16	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
77	6402		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
78	6403		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
79	6404		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
80	6405		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
81	6406		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
82	6407		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
83	6408		20	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
84	6408		16	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
85	6409		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
86	6410		18	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
87	6411		16	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
88	6412		16	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
89	6413		25	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
90	6414		25	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
91	6415		25	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
92	6416		26	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
93	6417		26	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
94	6418		26	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
95	6419		26	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
96	6420		26	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
97	6421		25	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
98	6422		0	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
99	6423		18	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
100	6424		25	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
101	6425		18	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
102	6426		20	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
103	6427		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
104	6428		16	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
105	6429		26	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
106	6430		26	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
107	6431		26	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
108	6432		26	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
109	6433		26	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
110	6434		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
111	6435		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
112	6436		0	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
113	6437		16	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
114	6438		16	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
115	6439		20	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
116	6440		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
117	6441		21	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
118	6442		16	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
119	6443		26	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
120	6444		18	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
121	6445		16	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
122	6446		18	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
123	6447		18	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
124	6448		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
125	6449		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
126	6450		20	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
127	6451		16	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
128	6452		18	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
129	6453		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
130	6454		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
131	6455		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
132	6456		18	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
133	6457		17	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
134	6458		19	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
135	6459		0	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
136	6460		16	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
137	6461		18	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
138	6462		16	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
139	6463		20	organizing institution	Imported from 20230728_113119_md_ingest_alma_lecture_notes.xml
